0.0016,0.0000,0.0000
0.0017,0.0000,0.0000
0.0018,0.0000,0.0000
0.0020,0.0000,0.0000
0.0021,0.0000,0.0000
0.0022,0.0000,0.0000
0.0023,0.0000,1.5000
0.0024,0.0000,0.0000
0.0025,0.0000,0.0000
0.0026,0.0000,0.0000
6.5584,0.6000,0.0000
7.0595,0.6000,0.0000
7.0899,0.6000,0.0000
7.1194,0.6000,0.0000
7.1513,0.6000,0.0000
7.1833,0.6000,0.0000
7.2161,0.6000,0.0000
7.2467,0.6000,0.0000
7.2775,0.6000,0.0000
7.3243,0.6000,0.0000
7.3455,0.6000,0.0000
7.3720,0.6000,0.0000
7.4020,0.6000,0.0000
7.4334,0.6000,0.0000
7.4644,0.6000,0.0000
7.4947,0.6000,0.0000
7.5384,0.6000,0.0000
7.5595,0.6000,0.0000
7.5864,0.6000,0.0000
7.6238,0.6000,0.0000
7.6514,0.6000,0.0000
7.6831,0.6000,0.0000
7.7307,0.6000,0.0000
7.7557,0.6000,0.0000
7.7792,0.6000,0.0000
7.8077,0.6000,0.0000
7.8392,0.6000,0.0000
7.8723,0.6000,0.0000
7.9012,0.6000,0.0000
7.9340,0.6000,0.0000
7.9628,0.6000,0.0000
7.9962,0.6000,0.0000
8.0352,0.6000,0.0000
8.0552,0.6000,0.0000
8.0877,0.6000,0.0000
8.1195,0.6000,0.0000
8.1496,0.6000,0.0000
8.1861,0.6000,0.0000
8.2197,0.6000,0.0000
8.2500,0.6000,0.0000
8.2794,0.6000,0.0000
8.3097,0.6000,0.0000
8.3395,0.6000,0.0000
8.3706,0.6000,0.0000
8.4005,0.6000,0.0000
8.4343,0.6000,0.0000
8.4677,0.6000,0.0000
8.4985,0.6000,0.0000
8.5341,0.6000,0.0000
8.5624,0.6000,0.0000
8.5974,0.6000,0.0000
8.6440,0.6000,0.0000
8.6609,0.6000,0.0000
8.6853,0.6000,0.0000
8.7144,0.6000,0.0000
8.7454,0.6000,0.0000
8.7756,0.6000,0.0000
8.8048,0.6000,0.0000
8.8429,0.6000,0.0000
8.8678,0.6000,0.0000
8.9007,0.6000,0.0000
8.9345,0.6000,0.0000
8.9622,0.6000,0.0000
8.9933,0.6000,0.0000
9.0246,0.6000,0.0000
9.0564,0.6000,0.0000
9.0871,0.6000,0.0000
9.1176,0.6000,0.0000
9.1475,0.6000,0.0000
9.1800,0.6000,0.0000
9.2081,0.6000,0.0000
9.2423,0.6000,0.0000
9.2683,0.6000,0.0000
9.2979,0.6000,0.0000
9.3288,0.6000,0.0000
9.3594,0.6000,0.0000
9.3899,0.6000,0.0000
9.4216,0.6000,0.0000
9.4539,0.6000,0.0000
9.4842,0.6000,0.0000
9.5242,0.6000,0.0000
9.5626,0.6000,0.0000
9.5931,0.6000,0.0000
9.6229,0.6000,0.0000
9.6632,0.6000,0.0000
9.6858,0.6000,0.0000
9.7156,0.6000,0.0000
9.7507,0.6000,0.0000
9.7790,0.6000,0.0000
9.8096,0.6000,0.0000
9.8394,0.6000,0.0000
9.8746,0.6000,0.0000
9.9030,0.6000,0.0000
9.9328,0.6000,0.0000
9.9669,0.6000,0.0000
9.9929,0.6000,0.0000
10.0234,0.6000,0.0000
10.0582,0.0000,0.0000
11.3314,0.6000,0.0000
11.8342,0.6000,0.0000
11.8650,0.6000,0.0000
11.8966,0.6000,0.0000
11.9265,0.6000,0.0000
11.9562,0.6000,0.0000
11.9929,0.6000,0.0000
12.0259,0.6000,0.0000
12.0471,0.6000,0.0000
12.0814,0.6000,0.0000
12.1106,0.6000,0.0000
12.1444,0.6000,0.0000
12.1749,0.6000,0.0000
12.2068,0.6000,0.0000
12.2378,0.6000,0.0000
12.2710,0.6000,0.0000
12.3098,0.6000,0.0000
12.3332,0.6000,0.0000
12.3631,0.6000,0.0000
12.3938,0.6000,0.0000
12.4249,0.6000,0.0000
12.4544,0.6000,0.0000
12.4858,0.6000,0.0000
12.5163,0.6000,0.0000
12.5472,0.6000,0.0000
12.5768,0.6000,0.0000
12.6176,0.6000,0.0000
12.6428,0.6000,0.0000
12.6717,0.6000,0.0000
12.7054,0.6000,0.0000
12.7338,0.6000,0.0000
12.7650,0.6000,0.0000
12.7989,0.6000,0.0000
12.8310,0.6000,0.0000
12.8629,0.6000,0.0000
12.8925,0.6000,0.0000
12.9212,0.0000,0.0000
24.3165,0.6000,0.0000
24.7958,0.6000,0.0000
24.8282,0.6000,0.0000
24.8565,0.6000,0.0000
24.8892,0.6000,0.0000
24.9233,0.6000,0.0000
24.9558,0.6000,0.0000
24.9858,0.6000,0.0000
25.0202,0.6000,0.0000
25.0489,0.6000,0.0000
25.0801,0.6000,0.0000
25.1168,0.6000,0.0000
25.1437,0.6000,0.0000
25.1798,0.6000,0.0000
25.2189,0.6000,0.0000
25.2434,0.6000,0.0000
25.2811,0.6000,0.0000
25.3225,0.6000,0.0000
25.3427,0.6000,0.0000
25.3742,0.6000,0.0000
25.4107,0.6000,0.0000
25.4410,0.6000,0.0000
25.4713,0.6000,0.0000
25.5038,0.6000,0.0000
25.5342,0.6000,0.0000
25.5646,0.6000,0.0000
25.5979,0.6000,0.0000
25.6306,0.6000,0.0000
25.6583,0.6000,0.0000
25.6904,0.6000,0.0000
25.7263,0.6000,0.0000
25.7571,0.6000,0.0000
25.7899,0.6000,0.0000
25.8266,0.6000,0.0000
25.8604,0.6000,0.0000
25.8920,0.6000,0.0000
25.9315,0.6000,0.0000
25.9552,0.6000,0.0000
25.9901,0.6000,0.0000
26.0321,0.6000,0.0000
26.0504,0.6000,0.0000
26.0819,0.6000,0.0000
26.1133,0.6000,0.0000
26.1476,0.6000,0.0000
26.1774,0.6000,0.0000
26.2080,0.6000,0.0000
26.2412,0.6000,0.0000
26.2737,0.6000,0.0000
26.3041,0.6000,0.0000
26.3346,0.6000,0.0000
26.3716,0.6000,0.0000
26.4040,0.6000,0.0000
26.4470,0.6000,0.0000
26.4640,0.6000,0.0000
26.4944,0.6000,0.0000
26.5250,0.6000,0.0000
26.5571,0.6000,0.0000
26.5873,0.6000,0.0000
26.6191,0.6000,0.0000
26.6639,0.6000,0.0000
26.6748,0.0000,0.0000
44.9592,1.6000,0.0000
45.4638,1.6000,0.0000
45.5098,1.6000,0.0000
45.5324,1.6000,0.0000
45.5641,1.6000,0.0000
45.5941,1.6000,0.0000
45.6239,1.6000,0.0000
45.6555,1.6000,0.0000
45.6866,1.6000,0.0000
45.7183,1.6000,0.0000
45.7496,1.6000,0.0000
45.7817,1.6000,0.0000
45.8215,1.6000,0.0000
45.8556,1.6000,0.0000
45.8847,1.6000,0.0000
45.9144,1.6000,0.0000
45.9488,1.6000,0.0000
45.9795,1.6000,0.0000
46.0200,1.6000,0.0000
46.0462,1.6000,0.0000
46.0729,1.6000,0.0000
46.1235,1.6000,0.0000
46.1536,1.6000,0.0000
46.1896,1.6000,0.0000
46.2223,1.6000,0.0000
46.2311,0.0000,0.0000
79.2867,0.6000,0.0000
79.7871,0.6000,0.0000
79.8168,0.6000,0.0000
79.8496,0.6000,0.0000
79.8797,0.6000,0.0000
79.9102,0.6000,0.0000
79.9407,0.6000,0.0000
79.9797,0.6000,0.0000
80.0115,0.6000,0.0000
80.0417,0.6000,0.0000
80.0730,0.6000,0.0000
80.1065,0.6000,0.0000
80.1371,0.6000,0.0000
80.1726,0.6000,0.0000
80.1978,0.6000,0.0000
80.2267,0.6000,0.0000
80.2576,0.6000,0.0000
80.2892,0.6000,0.0000
80.3207,0.6000,0.0000
80.3529,0.6000,0.0000
80.3876,0.6000,0.0000
80.4143,0.6000,0.0000
80.4440,0.6000,0.0000
80.4827,0.6000,0.0000
80.5056,0.6000,0.0000
80.5389,0.6000,0.0000
80.5673,0.6000,0.0000
80.6007,0.6000,0.0000
80.6321,0.6000,0.0000
80.6630,0.6000,0.0000
80.6932,0.6000,0.0000
80.7298,0.6000,0.0000
80.7614,0.6000,0.0000
80.7920,0.6000,0.0000
80.8240,0.6000,0.0000
80.8570,0.6000,0.0000
80.8883,0.6000,0.0000
80.9186,0.6000,0.0000
80.9528,0.6000,0.0000
80.9999,0.6000,0.0000
81.0222,0.6000,0.0000
81.0518,0.6000,0.0000
81.0807,0.6000,0.0000
81.1159,0.6000,0.0000
81.1456,0.6000,0.0000
81.1766,0.6000,0.0000
81.2066,0.6000,0.0000
81.2427,0.6000,0.0000
81.2788,0.6000,0.0000
81.3117,0.6000,0.0000
81.3455,0.6000,0.0000
81.3729,0.6000,0.0000
81.4045,0.6000,0.0000
81.4345,0.6000,0.0000
81.4659,0.6000,0.0000
81.5087,0.6000,0.0000
81.5327,0.6000,0.0000
81.5640,0.6000,0.0000
81.5968,0.6000,0.0000
81.6278,0.6000,0.0000
81.6583,0.6000,0.0000
81.6875,0.6000,0.0000
81.7222,0.6000,0.0000
81.7500,0.6000,0.0000
81.7812,0.6000,0.0000
81.8216,0.6000,0.0000
81.8468,0.6000,0.0000
81.8563,0.0000,0.0000
91.8314,0.6000,0.0000
92.3333,0.6000,0.0000
92.3628,0.6000,0.0000
92.4009,0.6000,0.0000
92.4301,0.6000,0.0000
92.4628,0.6000,0.0000
92.4986,0.6000,0.0000
92.5220,0.6000,0.0000
92.5549,0.6000,0.0000
92.5934,0.6000,0.0000
92.6170,0.6000,0.0000
92.6536,0.6000,0.0000
92.6870,0.6000,0.0000
92.7187,0.6000,0.0000
92.7479,0.6000,0.0000
92.7800,0.6000,0.0000
92.8106,0.6000,0.0000
92.8430,0.6000,0.0000
92.8768,0.6000,0.0000
92.9060,0.6000,0.0000
92.9374,0.6000,0.0000
92.9691,0.6000,0.0000
93.0004,0.6000,0.0000
93.0342,0.6000,0.0000
93.0633,0.6000,0.0000
93.1082,0.6000,0.0000
93.1236,0.6000,0.0000
93.1542,0.6000,0.0000
93.1863,0.6000,0.0000
93.2166,0.6000,0.0000
93.2499,0.6000,0.0000
93.2792,0.6000,0.0000
93.3100,0.6000,0.0000
93.3448,0.6000,0.0000
93.3796,0.6000,0.0000
93.4138,0.6000,0.0000
93.4400,0.6000,0.0000
93.4695,0.6000,0.0000
93.5064,0.6000,0.0000
93.5308,0.6000,0.0000
93.5603,0.6000,0.0000
93.5936,0.6000,0.0000
93.6361,0.6000,0.0000
93.6544,0.6000,0.0000
93.6863,0.6000,0.0000
93.7144,0.6000,0.0000
93.7479,0.6000,0.0000
93.7781,0.6000,0.0000
93.7838,0.0000,0.0000
